Country,Indicator,Units,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Suriname,"Gross domestic product per capita, current prices",National currency,3841.24,5368.82,7217.14,9290.81,11092.19,13114.18,15302.23,16924.35,20083.68,21733.04,24176.19,28661.3,32487.67,33045.29,33140.84,30874.19,35888.02,46097.49,50536.65,52646.35,63652.25,96426.98,140142.61,216997.16
Suriname,"Gross domestic product per capita, current prices",U.S. dollars,2904.55,2464.82,3075.38,3571.56,4057.75,4800.8,5577.12,6165.52,7316.46,7917.32,8806.02,8770.29,9844.75,10013.73,10042.68,9036.35,5761.78,6156.46,6772.07,6662.87,4786.83,4896.07,5687.18,5667.11
Suriname,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,8179.98,8646.57,9001.5,9650.7,10444.04,11171.84,12042.7,12853.17,13456.33,13762.45,14453.21,15363.36,16889.57,17908.84,18301.19,16962.53,14777.81,17879.62,18997.32,19292.06,16311.23,16379.93,17497.58,18311.0
Suriname,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,,,,,
Suriname,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.007,0.009,0.009,0.008,0.007,0.007,0.007,0.007
Suriname,Implied PPP conversion rate,National currency per current international dollar,0.47,0.621,0.802,0.963,1.062,1.174,1.271,1.317,1.493,1.579,1.673,1.866,1.924,1.845,1.811,1.82,2.429,2.578,2.66,2.729,3.902,5.887,8.009,11.851
Suriname,Total investment,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,,,
Suriname,Gross national savings,Percent of GDP,15.81,-3.204,11.649,20.109,18.539,19.575,27.42,49.83,51.041,46.655,48.971,59.826,56.754,58.38,60.788,29.697,27.748,34.338,33.866,29.454,36.907,45.102,44.732,44.047
Suriname,"Inflation, average consumer prices",Index,13.872,18.639,21.531,26.483,28.9,32.94,36.656,39.012,44.734,44.599,47.698,56.133,58.945,60.075,62.108,66.391,103.238,125.975,134.717,140.633,189.7,301.85,460.164,705.3
Suriname,"Inflation, average consumer prices",Percent change,29.557,34.366,15.516,23.001,9.126,13.981,11.281,6.426,14.667,-0.3,6.948,17.684,5.009,1.916,3.384,6.896,55.501,22.024,6.939,4.392,34.89,59.12,52.448,53.272
Suriname,"Inflation, end of period consumer prices",Index,18.751,18.916,24.286,27.456,29.945,35.957,37.665,40.804,44.63,45.21,49.867,57.447,59.917,60.276,62.627,78.346,119.4,130.5,137.6,143.4,230.5,370.4,572.563,801.781
Suriname,"Inflation, end of period consumer prices",Percent change,44.678,0.878,28.39,13.055,9.065,20.075,4.752,8.333,9.376,1.3,10.3,15.2,4.3,0.6,3.9,25.1,52.4,9.296,5.441,4.215,60.739,60.694,54.58,40.034
Suriname,Volume of imports of goods and services,Percent change,-9.582,23.598,10.364,32.785,5.077,34.24,-32.376,1.157,22.296,0.734,-11.25,21.986,15.29,6.779,4.88,12.109,-32.972,-1.75,8.59,17.754,-18.117,-23.911,8.05,-1.198
Suriname,Volume of Imports of goods,Percent change,-21.884,64.203,14.662,38.839,-2.096,41.24,-32.371,0.699,23.699,7.782,-9.762,8.305,17.171,9.602,-4.714,16.192,-35.651,-5.395,8.211,15.038,-14.048,-21.917,10.067,-2.348
Suriname,Volume of exports of goods and services,Percent change,15.623,-18.745,20.772,72.658,-1.301,30.407,-7.818,-11.342,11.533,-7.252,9.651,-1.305,-0.288,1.246,-2.24,-7.74,-15.693,29.19,0.866,-3.973,-10.991,-11.942,8.232,3.854
Suriname,Volume of exports of goods,Percent change,15.931,-13.14,28.422,73.672,-10.214,31.765,-10.348,-10.222,13.783,-10.449,18.367,2.361,0.87,0.514,-4.302,-8.755,-16.361,33.442,0.595,-3.187,-8.424,-11.92,6.738,1.244
Suriname,Unemployment rate,Percent of total labor force,13.767,13.729,9.658,6.549,8.383,11.084,12.281,10.682,9.361,8.711,7.2,7.5,8.1,6.6,5.5,7.0,10.0,7.0,9.0,8.809,11.147,11.2,10.9,10.6
Suriname,Employment,Persons,,,,,,,,,,,,,,,,,,,,,,,,
Suriname,Population,Persons,0.467,0.474,0.479,0.484,0.493,0.499,0.504,0.51,0.517,0.524,0.531,0.54,0.542,0.55,0.559,0.567,0.576,0.583,0.59,0.598,0.603,0.61,0.617,0.624
Suriname,General government revenue,National currency,0.298,0.644,0.654,0.857,1.072,1.23,1.759,2.382,2.377,2.967,2.68,3.616,4.344,4.28,4.168,3.781,3.662,5.411,6.234,6.434,7.066,16.01,24.021,35.432
Suriname,General government revenue,Percent of GDP,16.604,25.327,18.903,19.063,19.61,18.815,22.801,27.596,22.893,26.049,20.873,23.368,24.684,23.538,22.507,21.59,17.723,20.12,20.903,20.438,18.423,27.229,27.776,26.147
Suriname,General government total expenditure,National currency,0.437,0.555,0.768,0.862,1.138,1.452,1.714,1.949,2.129,2.736,2.7,3.257,4.69,4.886,5.037,5.105,5.592,7.315,7.799,12.852,11.695,19.876,26.729,36.663
Suriname,General government total expenditure,Percent of GDP,24.362,21.838,22.199,19.177,20.813,22.205,22.209,22.582,20.499,24.021,21.027,21.049,26.652,26.871,27.199,29.144,27.063,27.199,26.152,40.824,30.492,33.804,30.907,27.055
Suriname,General government net lending/borrowing,National currency,-0.139,0.089,-0.114,-0.005,-0.066,-0.222,0.046,0.433,0.249,0.231,-0.02,0.359,-0.346,-0.606,-0.869,-1.323,-1.93,-1.904,-1.565,-6.418,-4.629,-3.866,-2.707,-1.231
Suriname,General government net lending/borrowing,Percent of GDP,-7.758,3.49,-3.296,-0.114,-1.202,-3.391,0.592,5.014,2.393,2.028,-0.154,2.319,-1.968,-3.333,-4.692,-7.555,-9.34,-7.079,-5.249,-20.386,-12.069,-6.576,-3.131,-0.908
Suriname,General government structural balance,National currency,,,-0.182,0.049,-0.063,-0.221,0.035,0.416,0.233,0.227,-0.052,0.268,-0.459,-0.754,-0.991,-1.314,-1.759,-1.703,-1.512,-6.85,-4.678,-3.95,-2.884,0.455
Suriname,General government structural balance,Percent of potential GDP,,,-5.074,1.065,-1.16,-3.385,0.455,4.88,2.275,1.996,-0.414,1.808,-2.731,-4.38,-5.586,-7.48,-8.014,-6.018,-5.024,-21.643,-10.831,-6.031,-3.071,0.314
Suriname,General government primary net lending/borrowing,National currency,-0.138,0.101,-0.089,0.062,-0.025,-0.105,0.154,0.53,0.31,0.364,0.084,0.499,-0.187,-0.38,-0.716,-1.074,-1.414,-1.232,-0.735,-5.505,-3.217,-0.329,0.923,2.294
Suriname,General government primary net lending/borrowing,Percent of GDP,-7.675,3.982,-2.574,1.378,-0.452,-1.6,1.997,6.14,2.987,3.198,0.654,3.222,-1.063,-2.092,-3.867,-6.135,-6.844,-4.582,-2.465,-17.485,-8.389,-0.56,1.067,1.693
Suriname,General government net debt,National currency,,,,,,,,,,,,,,,,,,,,,,,,
Suriname,General government net debt,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,,,
Suriname,General government gross debt,National currency,0.641,0.946,1.231,1.407,1.612,1.772,1.739,1.417,1.534,1.669,2.224,2.9,3.536,5.073,4.668,7.212,15.579,19.64,20.466,26.664,56.699,70.344,103.85,144.984
Suriname,General government gross debt,Percent of GDP,35.74,37.194,35.599,31.291,29.483,27.107,22.536,16.418,14.774,14.648,17.317,18.738,20.096,27.902,25.208,41.175,75.395,73.029,68.627,84.694,147.835,119.636,120.084,106.988
Suriname,"Gross domestic product corresponding to fiscal year, current prices",National currency,1.792,2.542,3.459,4.497,5.467,6.538,7.716,8.631,10.384,11.391,12.842,15.475,17.597,18.182,18.518,17.515,20.663,26.893,29.822,31.483,38.353,58.799,86.481,135.514
Suriname,Current account balance,U.S. dollars,-0.009,-0.281,-0.201,-0.087,-0.138,-0.147,0.221,0.325,0.325,0.111,0.651,0.431,0.162,-0.196,-0.416,-0.786,-0.161,0.069,-0.119,-0.448,0.26,0.176,0.076,0.054
Suriname,Current account balance,Percent of GDP,-0.701,-24.068,-13.638,-5.05,-6.886,-6.129,7.844,10.32,8.583,2.682,13.913,9.108,3.044,-3.557,-7.419,-15.341,-4.838,1.929,-2.965,-11.251,9.011,5.905,2.174,1.514
Sweden,"Gross domestic product, constant prices",National currency,3715.19,3769.05,3851.85,3940.82,4111.73,4229.27,4426.48,4578.71,4558.08,4360.27,4619.8,4767.42,4739.37,4795.66,4923.12,5144.14,5250.65,5385.48,5490.5,5599.55,5478.03,5814.77,5979.43,5938.32
Sweden,"Gross domestic product, constant prices",Percent change,4.766,1.45,2.197,2.31,4.337,2.859,4.663,3.439,-0.451,-4.34,5.952,3.195,-0.588,1.188,2.658,4.489,2.071,2.568,1.95,1.986,-2.17,6.147,2.832,-0.688
Sweden,"Gross domestic product, current prices",National currency,2408.15,2503.73,2598.34,2703.55,2830.19,2931.09,3121.67,3320.28,3412.25,3341.17,3573.58,3727.91,3743.09,3822.67,3992.73,4260.47,4415.03,4625.09,4828.31,5049.62,5038.54,5486.56,5979.43,6325.46
Sweden,"Gross domestic product, current prices",U.S. dollars,262.834,242.395,266.848,334.337,385.119,392.219,423.091,491.255,517.706,436.536,495.813,574.094,552.484,586.842,581.964,505.104,515.655,541.019,555.455,533.88,547.054,639.715,591.189,597.11
Sweden,"Gross domestic product, current prices",Purchasing power parity; international dollars,261.092,270.844,281.109,293.278,314.211,333.329,359.637,382.059,387.631,373.185,400.15,421.516,432.488,444.617,457.508,481.3,500.373,530.433,553.778,574.907,569.77,631.961,695.379,715.995
Sweden,"Gross domestic product, deflator",Index,64.819,66.429,67.457,68.604,68.832,69.305,70.523,72.516,74.862,76.628,77.354,78.196,78.979,79.711,81.102,82.822,84.085,85.881,87.939,90.179,91.977,94.356,100.0,106.519
Sweden,"Gross domestic product per capita, constant prices",National currency,418246.09,423054.31,430817.51,439055.69,456281.01,467439.21,485718.33,498611.39,492427.74,466804.24,490655.16,502740.58,495963.07,497224.53,505072.61,522193.29,525319.52,532149.53,536696.06,542193.63,527784.4,556313.11,568302.83,549127.26
Sweden,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,41194.38,41667.95,42432.57,43243.98,44940.56,46039.56,47839.93,49109.81,48500.76,45977.02,48326.17,49516.5,48848.97,48973.21,49746.19,51432.46,51740.38,52413.09,52860.89,53402.36,51983.15,54793.03,55973.94,54085.28
Sweden,"Gross domestic product per capita, current prices",National currency,271102.94,281029.86,290616.0,301208.82,314068.46,323957.27,342541.42,361570.77,368639.27,357700.54,379539.53,393120.53,391704.47,396342.65,409621.89,432490.37,441717.2,457014.17,471966.64,488944.61,485441.26,524912.64,568302.83,584926.41
Sweden,"Gross domestic product per capita, current prices",U.S. dollars,29589.14,27207.49,29846.19,37249.26,42736.88,43349.85,46425.84,53496.53,55929.86,46734.91,52658.79,60540.22,57816.02,60845.01,59704.81,51274.28,51590.47,53459.07,54295.73,51694.5,52706.29,61203.12,56188.32,55215.85
Sweden,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,29393.05,30400.78,31441.16,32674.8,34868.24,36841.13,39463.05,41605.34,41877.32,39952.66,42498.76,44450.32,45258.81,46098.79,46936.61,48857.88,50061.58,52413.09,54131.78,55667.11,54894.88,60461.24,66090.9,66209.34
Sweden,Output gap in percent of potential GDP,Percent of potential GDP,2.281,0.909,0.101,-0.298,0.808,0.816,3.213,4.455,1.757,-4.517,-1.105,0.528,-1.396,-2.163,-1.321,0.668,0.115,1.167,1.341,1.584,-3.027,1.242,1.5,-0.183
Sweden,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,0.516,0.511,0.508,0.5,0.495,0.486,0.484,0.475,0.459,0.441,0.443,0.44,0.429,0.42,0.417,0.43,0.43,0.433,0.426,0.423,0.427,0.426,0.424,0.41
Sweden,Implied PPP conversion rate,National currency per current international dollar,9.223,9.244,9.243,9.218,9.007,8.793,8.68,8.69,8.803,8.953,8.931,8.844,8.655,8.598,8.727,8.852,8.823,8.719,8.719,8.783,8.843,8.682,8.599,8.834
Sweden,Total investment,Percent of GDP,22.91,22.961,22.139,21.946,21.853,22.279,23.256,24.882,24.591,21.037,22.962,23.834,22.591,22.523,23.504,24.429,24.715,25.725,26.008,25.124,25.097,25.865,28.437,27.722
Sweden,Gross national savings,Percent of GDP,26.722,27.566,26.5,27.749,27.782,28.229,31.332,32.932,32.301,26.936,28.799,29.266,28.06,27.752,27.717,27.628,26.946,28.481,28.488,30.459,30.983,32.652,33.248,33.075
Sweden,"Inflation, average consumer prices",Index,79.784,81.923,83.509,85.445,86.316,87.037,88.343,89.826,92.833,94.632,96.431,97.742,98.658,99.094,99.302,100.0,101.139,103.028,105.126,106.937,107.64,110.496,119.398,127.657
Sweden,"Inflation, average consumer prices",Percent change,1.295,2.681,1.936,2.318,1.019,0.835,1.5,1.679,3.347,1.938,1.9,1.36,0.937,0.442,0.209,0.703,1.139,1.867,2.037,1.723,0.657,2.654,8.056,6.918
Sweden,"Inflation, end of period consumer prices",Index,80.052,82.484,83.799,85.401,86.365,87.318,88.544,90.574,92.988,95.152,96.842,97.651,98.601,98.85,99.156,100.0,101.416,103.216,105.509,107.334,107.659,111.22,124.062,131.258
Sweden,"Inflation, end of period consumer prices",Percent change,1.504,3.038,1.595,1.911,1.128,1.104,1.404,2.292,2.665,2.327,1.777,0.835,0.973,0.253,0.309,0.851,1.416,1.776,2.221,1.73,0.303,3.308,11.547,5.8
Sweden,Volume of imports of goods and services,Percent change,13.024,-2.123,-1.819,4.048,7.302,8.383,8.125,9.519,2.857,-14.189,11.816,7.314,0.122,1.023,6.553,5.031,4.803,4.464,4.146,2.387,-5.906,11.721,9.304,2.272
Sweden,Volume of Imports of goods,Percent change,12.632,-4.301,-0.436,4.878,7.796,8.135,9.37,9.396,2.093,-16.477,16.228,8.466,-0.894,-0.926,5.225,5.495,5.45,3.693,4.789,-0.395,-3.675,9.535,2.452,0.1
Sweden,Volume of exports of goods and services,Percent change,12.709,1.684,0.272,3.399,12.087,7.067,9.045,5.905,1.534,-15.377,11.107,8.411,0.558,0.709,3.814,4.995,1.919,4.155,4.253,6.608,-5.781,11.466,6.841,1.199
Sweden,Volume of exports of goods,Percent change,13.292,-1.124,-0.015,5.21,11.394,5.876,9.282,4.572,0.902,-19.192,14.876,8.57,-0.519,-3.37,3.474,1.917,2.593,5.706,5.12,4.508,-3.478,9.471,3.251,3.0
Sweden,Unemployment rate,Percent of total labor force,6.342,6.033,6.15,6.75,7.583,7.85,7.242,6.317,6.35,8.483,8.775,7.95,8.15,8.208,8.1,7.592,7.15,6.858,6.517,6.975,8.542,8.8,7.467,7.547
Sweden,Employment,Persons,4.218,4.296,4.31,4.299,4.282,4.297,4.377,4.488,4.54,4.446,4.471,4.573,4.605,4.652,4.719,4.783,4.855,4.966,5.04,5.074,5.002,5.059,5.181,5.242
Sweden,Population,Persons,8.883,8.909,8.941,8.976,9.011,9.048,9.113,9.183,9.256,9.341,9.416,9.483,9.556,9.645,9.747,9.851,9.995,10.12,10.23,10.328,10.379,10.452,10.522,10.814
Sweden,General government revenue,National currency,1332.5,1328.72,1331.77,1394.94,1462.7,1556.72,1629.45,1715.2,1737.29,1686.78,1761.43,1803.83,1825.89,1878.53,1922.26,2061.78,2196.75,2296.33,2393.41,2457.63,2431.19,2638.66,2873.65,3018.51
Sweden,General government revenue,Percent of GDP,55.333,53.07,51.255,51.597,51.682,53.111,52.198,51.658,50.913,50.485,49.29,48.387,48.78,49.142,48.144,48.393,49.756,49.649,49.57,48.67,48.252,48.093,48.059,47.72
Sweden,General government total expenditure,National currency,1256.97,1293.51,1368.38,1427.82,1456.98,1503.87,1564.19,1605.79,1672.15,1715.14,1765.06,1816.83,1867.98,1934.76,1983.53,2061.65,2152.66,2231.18,2355.62,2429.15,2570.82,2642.13,2829.62,3044.48
Sweden,General government total expenditure,Percent of GDP,52.197,51.663,52.664,52.813,51.48,51.308,50.107,48.363,49.004,51.334,49.392,48.736,49.905,50.613,49.678,48.39,48.757,48.241,48.788,48.106,51.023,48.156,47.323,48.131
Sweden,General government net lending/borrowing,National currency,75.529,35.214,-36.613,-32.884,5.718,52.843,65.257,109.411,65.135,-28.355,-3.632,-12.999,-42.09,-56.223,-61.263,0.131,44.098,65.147,37.794,28.477,-139.629,-3.477,44.026,-25.969
Sweden,General government net lending/borrowing,Percent of GDP,3.136,1.406,-1.409,-1.216,0.202,1.803,2.09,3.295,1.909,-0.849,-0.102,-0.349,-1.124,-1.471,-1.534,0.003,0.999,1.409,0.783,0.564,-2.771,-0.063,0.736,-0.411
Sweden,General government structural balance,National currency,-33.945,37.348,-22.729,-4.574,-14.589,31.727,26.389,52.768,31.514,34.868,12.342,-20.824,-32.281,-34.138,-35.829,-28.113,32.993,43.805,17.957,-3.02,-76.72,-30.39,8.673,-21.32
Sweden,General government structural balance,Percent of potential GDP,-1.442,1.505,-0.876,-0.169,-0.52,1.091,0.873,1.66,0.94,0.996,0.342,-0.562,-0.85,-0.874,-0.885,-0.664,0.748,0.958,0.377,-0.061,-1.477,-0.561,0.147,-0.336
Sweden,General government primary net lending/borrowing,National currency,125.79,77.739,14.444,0.293,36.214,82.147,94.925,132.835,83.18,-12.485,9.592,4.882,-32.21,-47.475,-56.321,1.066,42.689,62.888,36.164,24.699,-145.616,-9.301,55.239,-13.459
Sweden,General government primary net lending/borrowing,Percent of GDP,5.224,3.105,0.556,0.011,1.28,2.803,3.041,4.001,2.438,-0.374,0.268,0.131,-0.861,-1.242,-1.411,0.025,0.967,1.36,0.749,0.489,-2.89,-0.17,0.924,-0.213
Sweden,General government net debt,National currency,586.484,757.978,760.642,790.679,806.238,772.145,645.493,518.583,461.342,480.225,477.024,434.487,420.703,435.369,448.136,474.946,392.046,286.869,296.681,247.193,423.454,402.726,362.0,450.19
Sweden,General government net debt,Percent of GDP,24.354,30.274,29.274,29.246,28.487,26.343,20.678,15.619,13.52,14.373,13.349,11.655,11.239,11.389,11.224,11.148,8.88,6.202,6.145,4.895,8.404,7.34,6.054,7.117
Sweden,General government gross debt,National currency,1209.6,1296.01,1293.12,1332.06,1371.97,1429.43,1363.13,1294.14,1279.95,1361.16,1360.31,1384.88,1403.63,1535.22,1791.62,1863.47,1865.59,1883.82,1892.34,1791.48,2006.82,1995.65,1954.92,2043.11
Sweden,General government gross debt,Percent of GDP,50.229,51.763,49.767,49.271,48.476,48.768,43.667,38.977,37.511,40.739,38.066,37.149,37.499,40.161,44.872,43.739,42.255,40.73,39.193,35.477,39.829,36.373,32.694,32.3
Sweden,"Gross domestic product corresponding to fiscal year, current prices",National currency,2408.15,2503.73,2598.34,2703.55,2830.19,2931.09,3121.67,3320.28,3412.25,3341.17,3573.58,3727.91,3743.09,3822.67,3992.73,4260.47,4415.03,4625.09,4828.31,5049.62,5038.54,5486.56,5979.43,6325.46
Sweden,Current account balance,U.S. dollars,10.019,11.163,11.636,19.403,22.833,23.337,34.168,39.549,39.917,25.752,28.942,31.185,30.214,30.688,24.516,16.159,11.504,14.914,13.77,28.483,32.203,43.421,28.445,31.966
Sweden,Current account balance,Percent of GDP,3.812,4.605,4.36,5.803,5.929,5.95,8.076,8.051,7.71,5.899,5.837,5.432,5.469,5.229,4.213,3.199,2.231,2.757,2.479,5.335,5.887,6.787,4.811,5.353
Switzerland,"Gross domestic product, constant prices",National currency,510.069,518.374,518.046,517.665,530.721,545.822,568.555,590.855,606.782,592.767,611.754,623.407,630.913,642.522,657.43,667.789,681.701,691.486,711.235,719.475,703.1,741.019,760.767,767.353
Switzerland,"Gross domestic product, constant prices",Percent change,4.111,1.628,-0.063,-0.074,2.522,2.846,4.165,3.922,2.696,-2.31,3.203,1.905,1.204,1.84,2.32,1.576,2.083,1.435,2.856,1.159,-2.276,5.393,2.665,0.866
Switzerland,"Gross domestic product, current prices",National currency,471.566,483.857,482.436,487.747,501.559,520.546,553.823,589.217,614.042,602.57,623.8,635.559,643.611,654.816,665.799,667.789,677.576,684.716,709.732,717.293,695.828,742.393,781.502,807.579
Switzerland,"Gross domestic product, current prices",U.S. dollars,279.224,286.711,309.53,362.192,403.346,418.05,441.7,490.865,566.936,553.761,598.137,715.686,686.383,706.456,726.735,693.892,687.619,695.361,725.778,721.834,741.059,812.383,818.471,905.684
Switzerland,"Gross domestic product, current prices",Purchasing power parity; international dollars,295.763,307.351,311.943,317.866,334.631,354.945,381.137,406.79,425.766,418.598,437.198,454.783,475.315,498.916,519.441,540.52,563.667,580.309,611.233,629.404,623.105,686.21,753.846,788.335
Switzerland,"Gross domestic product, deflator",Index,92.451,93.341,93.126,94.221,94.505,95.369,97.409,99.723,101.197,101.654,101.969,101.949,102.013,101.913,101.273,100.0,99.395,99.021,99.789,99.697,98.966,100.185,102.726,105.242
Switzerland,"Gross domestic product per capita, constant prices",National currency,71198.95,72016.44,71395.54,70777.25,72069.61,73610.57,76224.03,78686.23,79913.37,76962.74,78570.97,79213.08,79310.27,79925.59,80765.41,81062.03,81866.39,82124.28,83832.53,84198.4,81698.77,85469.37,87054.23,87154.22
Switzerland,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,59751.54,60437.58,59916.51,59397.63,60482.21,61775.41,63968.67,66035.0,67064.84,64588.61,65938.28,66477.14,66558.71,67075.1,67779.89,68028.82,68703.85,68920.28,70353.88,70660.92,68563.18,71727.54,73057.59,73141.5
Switzerland,"Gross domestic product per capita, current prices",National currency,65824.39,67221.08,66487.86,66686.71,68109.61,70201.73,74248.93,78468.11,80869.54,78235.55,80118.16,80757.18,80906.44,81454.93,81793.53,81062.03,81370.95,81320.15,83655.38,83943.05,80853.84,85627.79,89426.97,91722.99
Switzerland,"Gross domestic product per capita, current prices",U.S. dollars,38976.04,39832.0,42658.5,49520.42,54772.69,56378.93,59217.08,65370.16,74665.58,71898.31,76822.06,90938.47,86283.22,87878.54,89279.52,84230.68,82577.04,82584.38,85546.67,84474.47,86109.53,93700.47,93657.23,102865.57
Switzerland,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,41284.63,42699.44,42991.07,43459.93,45441.42,47868.52,51097.54,54173.59,56073.51,54349.23,56151.85,57786.96,59750.49,62062.01,63813.4,65613.02,67691.46,68920.28,72045.34,73657.59,72403.61,79147.59,86262.32,89537.32
Switzerland,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,0.585,0.58,0.564,0.542,0.527,0.518,0.512,0.505,0.504,0.494,0.484,0.475,0.471,0.472,0.473,0.483,0.485,0.474,0.471,0.463,0.467,0.463,0.46,0.451
Switzerland,Implied PPP conversion rate,National currency per current international dollar,1.594,1.574,1.547,1.534,1.499,1.467,1.453,1.448,1.442,1.439,1.427,1.397,1.354,1.312,1.282,1.235,1.202,1.18,1.161,1.14,1.117,1.082,1.037,1.024
Switzerland,Total investment,Percent of GDP,27.142,27.614,26.186,25.988,24.593,27.096,27.718,26.703,27.363,28.292,25.889,28.429,26.537,25.083,25.488,25.076,25.458,25.859,25.585,26.275,29.651,26.247,24.442,24.387
Switzerland,Gross national savings,Percent of GDP,37.638,34.245,32.917,36.742,37.117,38.405,40.193,35.085,28.595,33.941,38.878,34.662,35.416,34.719,32.425,33.951,32.736,31.208,31.231,30.215,30.074,34.869,34.64,32.398
Switzerland,"Inflation, average consumer prices",Index,93.231,94.154,94.758,95.361,96.124,97.252,98.286,99.008,101.412,100.926,101.62,101.852,101.146,100.928,100.915,99.763,99.329,99.86,100.793,101.157,100.423,101.007,103.87,106.148
Switzerland,"Inflation, average consumer prices",Percent change,1.561,0.991,0.641,0.636,0.801,1.173,1.064,0.735,2.428,-0.48,0.688,0.228,-0.693,-0.216,-0.012,-1.142,-0.434,0.534,0.935,0.361,-0.726,0.582,2.835,2.193
Switzerland,"Inflation, end of period consumer prices",Index,93.908,94.219,95.049,95.581,96.813,97.758,98.372,100.362,101.083,101.382,101.925,101.327,100.887,100.969,100.66,99.376,99.397,100.261,100.981,101.168,100.372,101.937,104.857,106.847
Switzerland,"Inflation, end of period consumer prices",Percent change,1.489,0.332,0.88,0.56,1.289,0.975,0.629,2.022,0.719,0.296,0.535,-0.586,-0.435,0.082,-0.306,-1.275,0.021,0.869,0.718,0.185,-0.787,1.56,2.865,1.897
Switzerland,Volume of imports of goods and services,Percent change,7.991,1.414,-1.996,0.895,4.68,9.52,2.818,5.995,4.461,-2.73,7.872,8.857,-2.109,12.484,-6.696,4.776,5.238,-0.304,0.713,0.292,-3.024,5.641,6.004,3.699
Switzerland,Volume of Imports of goods,Percent change,6.168,1.696,-2.825,1.875,2.318,10.909,3.372,6.2,5.997,-5.933,8.351,9.21,-5.541,16.467,-11.701,2.901,5.736,-2.175,1.33,-0.95,-1.679,4.41,7.22,0.108
Switzerland,Volume of exports of goods and services,Percent change,12.481,0.139,-1.802,-1.128,9.391,6.714,6.724,11.17,3.966,-8.539,12.208,3.982,1.044,13.776,-4.831,3.841,6.03,-0.138,3.357,-0.655,-5.67,13.546,6.3,3.009
Switzerland,Volume of exports of goods,Percent change,10.938,1.557,-0.637,0.34,10.429,5.05,7.419,10.567,5.418,-10.937,17.191,6.378,-2.289,18.905,-8.502,3.885,6.445,-0.214,2.284,-0.057,-2.694,13.716,6.428,3.669
Switzerland,Unemployment rate,Percent of total labor force,1.824,1.703,2.546,3.691,3.879,3.763,3.332,2.766,2.577,3.701,3.516,2.843,2.905,3.158,3.044,3.178,3.323,3.088,2.547,2.306,3.17,2.993,2.166,2.051
Switzerland,Employment,Persons,4.022,4.088,4.118,4.103,4.115,4.145,4.235,4.344,4.448,4.469,4.481,4.597,4.679,4.736,4.825,4.899,4.967,5.012,5.064,5.101,5.075,5.104,5.182,5.285
Switzerland,Population,Persons,7.164,7.198,7.256,7.314,7.364,7.415,7.459,7.509,7.593,7.702,7.786,7.87,7.955,8.039,8.14,8.238,8.327,8.42,8.484,8.545,8.606,8.67,8.739,8.805
Switzerland,General government revenue,National currency,153.335,153.881,156.03,155.433,158.837,165.28,173.775,182.823,195.884,194.362,198.39,204.225,205.266,210.276,212.554,220.502,221.451,229.901,234.456,238.922,236.534,254.135,253.767,258.563
Switzerland,General government revenue,Percent of GDP,32.516,31.803,32.342,31.868,31.669,31.751,31.377,31.028,31.901,32.255,31.804,32.133,31.893,32.112,31.925,33.02,32.683,33.576,33.034,33.309,33.993,34.232,32.472,32.017
Switzerland,General government total expenditure,National currency,152.005,152.877,164.452,162.06,165.825,168.643,169.087,173.539,184.003,191.361,196.18,199.88,203.752,213.108,214.198,216.858,219.837,222.163,225.3,229.302,257.514,256.29,246.432,257.652
Switzerland,General government total expenditure,Percent of GDP,32.234,31.596,34.088,33.226,33.062,32.397,30.531,29.453,29.966,31.757,31.449,31.449,31.658,32.545,32.172,32.474,32.445,32.446,31.744,31.968,37.008,34.522,31.533,31.904
Switzerland,General government net lending/borrowing,National currency,1.33,1.004,-8.422,-6.627,-6.988,-3.364,4.687,9.283,11.88,3.001,2.21,4.345,1.514,-2.832,-1.645,3.644,1.615,7.738,9.156,9.62,-20.98,-2.155,7.335,0.911
Switzerland,General government net lending/borrowing,Percent of GDP,0.282,0.207,-1.746,-1.359,-1.393,-0.646,0.846,1.576,1.935,0.498,0.354,0.684,0.235,-0.432,-0.247,0.546,0.238,1.13,1.29,1.341,-3.015,-0.29,0.939,0.113
Switzerland,General government structural balance,National currency,-1.33,-1.449,-8.368,-3.887,-4.827,-1.632,4.086,6.196,7.423,6.37,2.594,4.154,2.218,-2.343,-1.619,3.544,1.527,7.796,7.474,8.723,-17.163,-1.139,6.066,0.808
